Date;NAAIM Number;;;;;;;;;;;;;;;;;;;;;;;;
16/8/2023;59,87;;;;;;;;;;;;;;;;;;;;;;;;
23/8/2023;34,36;;;;;;;;;;;;;;;;;;;;;;;;
30/8/2023;61,19;;;;;;;;;;;;;;;;;;;;;;;;
6/9/2023;49,73;;;;;;;;;;;;;;;;;;;;;;;;
13/9/2023;57,98;;;;;;;;;;;;;;;;;;;;;;;;
20/9/2023;54,33;;;;;;;;;;;;;;;;;;;;;;;;
27/9/2023;43,01;;;;;;;;;;;;;;;;;;;;;;;;
4/10/2023;36,21;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2023;45,8;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2023;66,67;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2023;24,82;;;;;;;;;;;;;;;;;;;;;;;;
1/11/2023;29,17;;;;;;;;;;;;;;;;;;;;;;;;
8/11/2023;61,76;;;;;;;;;;;;;;;;;;;;;;;;
15/11/2023;72,06;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2023;77,95;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2023;81,38;;;;;;;;;;;;;;;;;;;;;;;;
6/12/2023;76,09;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2023;77,97;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2023;97,32;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2023;102,71;;;;;;;;;;;;;;;;;;;;;;;;
3/1/2024;70,95;;;;;;;;;;;;;;;;;;;;;;;;
10/1/2024;80,18;;;;;;;;;;;;;;;;;;;;;;;;
17/1/2024;53,54;;;;;;;;;;;;;;;;;;;;;;;;
24/1/2024;84,13;;;;;;;;;;;;;;;;;;;;;;;;
31/1/2024;87,36;;;;;;;;;;;;;;;;;;;;;;;;
7/2/2024;93,77;;;;;;;;;;;;;;;;;;;;;;;;
14/2/2024;95,58;;;;;;;;;;;;;;;;;;;;;;;;
21/2/2024;74,7;;;;;;;;;;;;;;;;;;;;;;;;
28/2/2024;88,99;;;;;;;;;;;;;;;;;;;;;;;;
6/3/2024;93,99;;;;;;;;;;;;;;;;;;;;;;;;
13/3/2024;104,75;;;;;;;;;;;;;;;;;;;;;;;;
20/3/2024;93,22;;;;;;;;;;;;;;;;;;;;;;;;
27/3/2024;103,88;;;;;;;;;;;;;;;;;;;;;;;;
3/4/2024;84,24;;;;;;;;;;;;;;;;;;;;;;;;
10/4/2024;81,92;;;;;;;;;;;;;;;;;;;;;;;;
17/4/2024;62,98;;;;;;;;;;;;;;;;;;;;;;;;
24/4/2024;59,48;;;;;;;;;;;;;;;;;;;;;;;;
1/5/2024;61,97;;;;;;;;;;;;;;;;;;;;;;;;
8/5/2024;91,55;;;;;;;;;;;;;;;;;;;;;;;;
15/5/2024;89,25;;;;;;;;;;;;;;;;;;;;;;;;
22/5/2024;94,45;;;;;;;;;;;;;;;;;;;;;;;;
29/5/2024;92,21;;;;;;;;;;;;;;;;;;;;;;;;
5/6/2024;68,65;;;;;;;;;;;;;;;;;;;;;;;;
12/6/2024;86,3;;;;;;;;;;;;;;;;;;;;;;;;
19/6/2024;85,26;;;;;;;;;;;;;;;;;;;;;;;;
26/6/2024;85,44;;;;;;;;;;;;;;;;;;;;;;;;
3/7/2024;103,66;;;;;;;;;;;;;;;;;;;;;;;;
10/7/2024;93,84;;;;;;;;;;;;;;;;;;;;;;;;
17/7/2024;87,94;;;;;;;;;;;;;;;;;;;;;;;;
24/7/2024;76,7;;;;;;;;;;;;;;;;;;;;;;;;
31/7/2024;83,93;;;;;;;;;;;;;;;;;;;;;;;;
7/8/2024;75,33;;;;;;;;;;;;;;;;;;;;;;;;
14/8/2024;56,57;;;;;;;;;;;;;;;;;;;;;;;;
21/8/2024;74,68;;;;;;;;;;;;;;;;;;;;;;;;
28/8/2024;81,34;;;;;;;;;;;;;;;;;;;;;;;;
4/9/2024;70,65;;;;;;;;;;;;;;;;;;;;;;;;
11/9/2024;71,93;;;;;;;;;;;;;;;;;;;;;;;;
18/9/2024;87,46;;;;;;;;;;;;;;;;;;;;;;;;
25/9/2024;86,64;;;;;;;;;;;;;;;;;;;;;;;;
2/10/2024;86,93;;;;;;;;;;;;;;;;;;;;;;;;
9/10/2024;90,26;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2024;81,68;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2024;79,13;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2024;82,53;;;;;;;;;;;;;;;;;;;;;;;;
6/11/2024;88,31;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2024;91,6;;;;;;;;;;;;;;;;;;;;;;;;
20/11/2024;91,33;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2024;98,93;;;;;;;;;;;;;;;;;;;;;;;;
4/12/2024;85,49;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2024;99,24;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2024;82,5;;;;;;;;;;;;;;;;;;;;;;;;
25/12/2024;80,39;;;;;;;;;;;;;;;;;;;;;;;;
1/1/2025;64,1;;;;;;;;;;;;;;;;;;;;;;;;
8/1/2025;65,38;;;;;;;;;;;;;;;;;;;;;;;;
15/1/2025;70,21;;;;;;;;;;;;;;;;;;;;;;;;
22/1/2025;86,08;;;;;;;;;;;;;;;;;;;;;;;;
29/1/2025;68,28;;;;;;;;;;;;;;;;;;;;;;;;
5/2/2025;84,91;;;;;;;;;;;;;;;;;;;;;;;;
12/2/2025;75,62;;;;;;;;;;;;;;;;;;;;;;;;
19/2/2025;91,48;;;;;;;;;;;;;;;;;;;;;;;;
26/2/2025;87,87;;;;;;;;;;;;;;;;;;;;;;;;
5/3/2025;74,96;;;;;;;;;;;;;;;;;;;;;;;;
12/3/2025;68,8;;;;;;;;;;;;;;;;;;;;;;;;
19/3/2025;64,64;;;;;;;;;;;;;;;;;;;;;;;;
26/3/2025;57,55;;;;;;;;;;;;;;;;;;;;;;;;
2/4/2025;49,37;;;;;;;;;;;;;;;;;;;;;;;;
9/4/2025;56,96;;;;;;;;;;;;;;;;;;;;;;;;
16/4/2025;35,16;;;;;;;;;;;;;;;;;;;;;;;;
23/4/2025;40,67;;;;;;;;;;;;;;;;;;;;;;;;
30/4/2025;59,92;;;;;;;;;;;;;;;;;;;;;;;;
7/5/2025;81,06;;;;;;;;;;;;;;;;;;;;;;;;
14/5/2025;70,56;;;;;;;;;;;;;;;;;;;;;;;;
21/5/2025;80,87;;;;;;;;;;;;;;;;;;;;;;;;
28/5/2025;88,41;;;;;;;;;;;;;;;;;;;;;;;;
4/6/2025;81,62;;;;;;;;;;;;;;;;;;;;;;;;
11/6/2025;82,66;;;;;;;;;;;;;;;;;;;;;;;;
18/6/2025;94,09;;;;;;;;;;;;;;;;;;;;;;;;
25/6/2025;81,41;;;;;;;;;;;;;;;;;;;;;;;;
2/7/2025;99,3;;;;;;;;;;;;;;;;;;;;;;;;
9/7/2025;86,28;;;;;;;;;;;;;;;;;;;;;;;;
16/7/2025;83,69;;;;;;;;;;;;;;;;;;;;;;;;
23/7/2025;81,07;;;;;;;;;;;;;;;;;;;;;;;;
30/7/2025;76,85;;;;;;;;;;;;;;;;;;;;;;;;
6/8/2025;96,26;;;;;;;;;;;;;;;;;;;;;;;;
13/8/2025;85,66;;;;;;;;;;;;;;;;;;;;;;;;
20/8/2025;98,15;;;;;;;;;;;;;;;;;;;;;;;;
27/8/2025;92,94;;;;;;;;;;;;;;;;;;;;;;;;
3/9/2025;81,58;;;;;;;;;;;;;;;;;;;;;;;;
10/9/2025;86,11;;;;;;;;;;;;;;;;;;;;;;;;
17/9/2025;84,76;;;;;;;;;;;;;;;;;;;;;;;;
24/9/2025;86,24;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2025;80,66;;;;;;;;;;;;;;;;;;;;;;;;
8/10/2025;84,57;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2025;84,87;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2025;90,35;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2025;100,83;;;;;;;;;;;;;;;;;;;;;;;;
5/11/2025;90,06;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2025;87,87;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2025;86,56;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2025;89,92;;;;;;;;;;;;;;;;;;;;;;;;
3/12/2025;98,57;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2025;97,13;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2025;100,7;;;;;;;;;;;;;;;;;;;;;;;;
24/12/2025;95,08;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2025;92,93;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2026;97,72;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2026;96,01;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2026;88,46;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2026;92,58;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2026;84,93;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2026;80,61;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2026;82,27;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2026;74,93;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2026;79,29;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2026;66,99;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2026;60,24;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2026;68,52;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2026;68,36;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2026;69,38;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2026;79,49;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2026;94,15;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2026;93,79;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2026;96,67;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2026;77,34;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2026;82,02;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2026;98,39;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/26;86,82;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/26;79,27;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/26;92,83;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/26;98,59;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/26;84,69;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/26;82,95;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
